Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"QX","07/01/2022","2584","N648QX","BOI","15:45","15:41","230","244","-4","15:58","17","0","0","0","0","0"
"QX","07/02/2021","2200","N630QX","BOI","16:15","16:22","240","212","7","16:46","24","0","0","0","0","0"
"QX","07/02/2022","2584","N648QX","BOI","15:45","15:42","230","231","-3","15:59","17","0","0","0","0","0"
"QX","07/03/2021","2200","N643QX","BOI","16:15","16:25","240","206","10","16:38","13","0","0","0","0","0"
"QX","07/03/2022","2584","N633QX","BOI","15:45","15:50","230","228","5","16:14","24","0","0","0","0","0"
"QX","07/04/2021","2200","N620QX","BOI","16:15","16:11","240","207","-4","16:25","14","0","0","0","0","0"
"QX","07/04/2022","2584","N633QX","BOI","15:45","16:07","230","231","22","16:32","25","0","0","1","0","22"
"QX","07/05/2021","2200","N627QX","BOI","16:15","17:01","240","234","46","17:17","16","0","0","0","0","40"
"QX","07/05/2022","2584","N650QX","BOI","15:45","15:42","230","227","-3","16:02","20","0","0","0","0","0"
"QX","07/06/2021","2200","N651QX","BOI","16:15","16:36","240","214","21","16:48","12","0","0","0","0","0"
"QX","07/06/2022","2584","N634QX","BOI","15:45","15:40","230","227","-5","15:52","12","0","0","0","0","0"
"QX","07/07/2021","2200","N628QX","BOI","16:15","16:24","240","247","9","17:02","38","0","0","7","0","9"
"QX","07/07/2022","2584","N647QX","BOI","15:45","15:38","230","226","-7","15:55","17","0","0","0","0","0"
"QX","07/08/2021","2200","N636QX","BOI","16:15","16:15","240","235","0","16:38","23","0","0","0","0","0"
"QX","07/08/2022","2584","N623QX","BOI","15:45","15:47","230","229","2","16:11","24","0","0","0","0","0"
"QX","07/09/2021","2200","N651QX","BOI","16:15","16:14","240","250","-1","16:43","29","0","0","0","0","0"
"QX","07/09/2022","2584","N641QX","BOI","15:45","15:39","230","223","-6","15:56","17","0","0","0","0","0"
"QX","07/10/2021","2200","N646QX","BOI","16:15","16:15","240","213","0","16:32","17","0","0","0","0","0"
"QX","07/10/2022","2584","N649QX","BOI","15:45","15:44","230","224","-1","15:59","15","0","0","0","0","0"
"QX","07/11/2021","2200","N626QX","BOI","16:15","16:21","240","209","6","16:38","17","0","0","0","0","0"
"QX","07/11/2022","2584","N641QX","BOI","15:45","16:47","230","222","62","17:08","21","54","0","0","0","0"
"QX","07/12/2021","2200","N650QX","BOI","16:15","16:28","240","227","13","16:54","26","0","0","0","0","0"
"QX","07/12/2022","2584","N643QX","BOI","15:45","15:43","230","236","-2","16:09","26","0","0","0","0","0"
"QX","07/13/2021","2200","N625QX","BOI","16:15","16:18","240","230","3","16:33","15","0","0","0","0","0"
"QX","07/13/2022","2584","N648QX","BOI","15:45","15:39","230","222","-6","16:02","23","0","0","0","0","0"
"QX","07/14/2021","2200","N631QX","BOI","16:15","16:35","240","246","20","17:12","37","0","0","6","0","20"
"QX","07/14/2022","2584","N650QX","BOI","15:45","15:51","230","221","6","16:08","17","0","0","0","0","0"
"QX","07/15/2021","2200","N625QX","BOI","16:15","16:25","240","226","10","16:49","24","0","0","0","0","0"
"QX","07/15/2022","2584","N626QX","BOI","15:45","17:07","230","227","82","17:26","19","9","0","0","0","70"
"QX","07/16/2021","2200","N626QX","BOI","16:15","16:13","240","227","-2","16:31","18","0","0","0","0","0"
"QX","07/16/2022","2584","N623QX","BOI","15:45","15:41","230","244","-4","16:14","33","0","0","0","0","0"
"QX","07/17/2021","2200","N646QX","BOI","16:15","17:05","240","218","50","17:24","19","28","0","0","0","0"
"QX","07/17/2022","2584","N630QX","BOI","15:45","15:42","230","211","-3","15:55","13","0","0","0","0","0"
"QX","07/18/2021","2200","N634QX","BOI","16:15","16:14","240","206","-1","16:33","19","0","0","0","0","0"
"QX","07/18/2022","2584","N628QX","BOI","15:45","15:39","230","218","-6","15:57","18","0","0","0","0","0"
"QX","07/19/2021","2200","N625QX","BOI","16:15","16:23","240","213","8","16:43","20","0","0","0","0","0"
"QX","07/19/2022","2584","N633QX","BOI","15:45","15:41","230","219","-4","15:59","18","0","0","0","0","0"
"QX","07/20/2021","2200","N632QX","BOI","16:15","16:27","240","210","12","16:44","17","0","0","0","0","0"
"QX","07/20/2022","2584","N633QX","BOI","15:45","16:05","230","224","20","16:23","18","0","0","0","0","0"
"QX","07/21/2021","2200","N637QX","BOI","16:15","16:30","240","218","15","16:49","19","0","0","0","0","0"
"QX","07/21/2022","2584","N639QX","BOI","15:45","15:41","230","236","-4","15:59","18","0","0","0","0","0"
"QX","07/22/2021","2200","N632QX","BOI","16:15","16:10","240","213","-5","16:28","18","0","0","0","0","0"
"QX","07/22/2022","2584","N642QX","BOI","15:45","15:55","230","260","10","16:20","25","10","0","30","0","0"
"QX","07/23/2021","2200","N637QX","BOI","16:15","16:08","240","217","-7","16:23","15","0","0","0","0","0"
"QX","07/23/2022","2584","N636QX","BOI","15:45","17:12","230","230","87","17:29","17","0","10","0","0","77"
"QX","07/24/2021","2200","N645QX","BOI","16:15","17:38","240","222","83","17:53","15","0","65","0","0","0"
"QX","07/24/2022","2584","N638QX","BOI","15:45","15:45","230","249","0","16:12","27","0","0","19","0","0"
"QX","07/25/2021","2200","N641QX","BOI","16:15","16:32","240","219","17","16:45","13","0","0","0","0","0"
"QX","07/25/2022","2584","N634QX","BOI","15:45","15:43","230","231","-2","16:00","17","0","0","0","0","0"
"QX","07/26/2021","2200","N637QX","BOI","16:15","16:28","240","217","13","16:46","18","0","0","0","0","0"
"QX","07/26/2022","2584","N643QX","BOI","15:45","15:42","230","234","-3","15:57","15","0","0","0","0","0"
"QX","07/27/2021","2200","N636QX","BOI","16:15","16:14","240","220","-1","16:40","26","0","0","0","0","0"
"QX","07/27/2022","2584","N635QX","BOI","15:45","18:04","230","233","139","18:20","16","5","0","3","0","134"
"QX","07/28/2021","2200","N622QX","BOI","16:15","16:13","240","237","-2","16:33","20","0","0","0","0","0"
"QX","07/28/2022","2584","N642QX","BOI","15:45","15:39","230","232","-6","15:59","20","0","0","0","0","0"
"QX","07/29/2021","2200","N630QX","BOI","16:15","17:06","240","220","51","17:26","20","31","0","0","0","0"
"QX","07/29/2022","2584","N622QX","BOI","15:45","15:41","230","228","-4","15:53","12","0","0","0","0","0"
"QX","07/30/2021","2200","N637QX","BOI","16:15","16:33","240","217","18","16:49","16","0","0","0","0","0"
"QX","07/30/2022","2584","N648QX","BOI","15:45","16:11","230","216","26","16:36","25","0","0","0","0","0"
"QX","07/31/2021","2200","N637QX","BOI","16:15","16:10","240","231","-5","16:25","15","0","0","0","0","0"
"QX","07/31/2022","2584","N625QX","BOI","15:45","15:44","230","223","-1","16:03","19","0","0","0","0","0"
"QX","08/01/2021","2200","N651QX","BOI","16:15","16:23","240","212","8","16:38","15","0","0","0","0","0"
"QX","08/01/2022","2584","N625QX","BOI","15:50","15:50","230","232","0","16:18","28","0","0","0","0","0"
"QX","08/02/2021","2200","N620QX","BOI","16:15","16:18","240","212","3","16:36","18","0","0","0","0","0"
"QX","08/02/2022","2584","N625QX","BOI","15:50","15:48","230","222","-2","16:05","17","0","0","0","0","0"
"QX","08/03/2021","2200","N635QX","BOI","16:15","16:26","240","223","11","16:50","24","0","0","0","0","0"
"QX","08/03/2022","2584","N648QX","BOI","15:50","18:18","230","219","148","18:30","12","0","0","0","0","137"
"QX","08/04/2021","2200","N643QX","BOI","16:15","16:15","240","226","0","16:42","27","0","0","0","0","0"
