name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
O'Hare Chicago,2021-11-01T00:00:00,39.8,34.5,29.7,66.84,0,0,,0,0,,7.7,260,1022.3,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T01:00:00,39,33.5,28.9,66.93,0,0,,0,0,,7.8,271,1022.7,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T02:00:00,38.2,32.9,28.9,68.76,0,0,,0,0,,7.1,281,1022.8,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T03:00:00,37.3,31.9,28.9,71.23,0,0,,0,0,,7,290,1023.2,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T04:00:00,37.2,31.9,28.9,71.76,0,0,,0,0,,6.8,291,1023.6,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T05:00:00,36.1,30.7,28.9,74.81,0,0,,0,0,,6.7,288,1024.3,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T06:00:00,36,31.2,28.1,72.68,0,0,,0,0,,5.7,281,1025,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T07:00:00,35.1,30.1,28,75.17,0,0,,0,0,,5.8,289,1025.4,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T08:00:00,35.2,29.5,28,74.97,0,0,,0,0,,6.7,281,1025.9,46.1,9.9,37,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T09:00:00,37.2,32.7,28.1,69.17,0,0,,0,0,,5.7,277,1026.2,81.8,9.9,105,0.4,1,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T10:00:00,38.4,34.5,28.9,68.44,0,0,,0,0,,5.1,260,1026.8,48.2,9.9,213,0.8,2,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T11:00:00,43.2,38.5,28,54.66,0,0,,0,0,,8,262,1026.9,80.7,9.9,275,1,3,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T12:00:00,45.3,40.7,27.7,50.02,0,0,,0,0,22.2,8.7,265,1026.6,93.8,9.9,244,0.9,2,,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T13:00:00,47.1,42.2,26.6,44.43,0,0,,0,0,21.1,10.8,272,1025.8,95.6,9.9,286,1,3,,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T14:00:00,47.1,41.9,26.5,44.26,0,0,,0,0,22.9,11.8,264,1025.3,81.8,9.9,222,0.8,2,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T15:00:00,47.1,40.8,24.8,41.24,0,0,,0,0,23.9,15.7,260,1024.9,83.9,9.9,224,0.8,2,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T16:00:00,47.1,41.2,23.9,39.78,0,0,,0,0,23.7,13.8,262,1024.6,85.6,9.9,193,0.7,2,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T17:00:00,46.3,40.3,24.8,42.65,0,0,,0,0,21.5,13.5,272,1024.4,85.6,9.9,87,0.3,1,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T18:00:00,45.2,39.7,24.8,44.47,0,0,,0,0,19.7,11.2,261,1024.7,89.5,9.9,18,0.1,0,,Partially cloudy,partly-cloudy-night,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T19:00:00,42.5,38.6,26.7,53.34,0,0,,0,0,,6.1,253,1025.2,88.7,9.9,5,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,TT351,74466504838,KPWK"
O'Hare Chicago,2021-11-01T20:00:00,42.4,37.5,26.7,53.58,0,0,,0,0,,7.9,270,1025.6,88.7,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T21:00:00,41.1,36.4,26.6,55.95,0,0,,0,0,,7.1,264,1025.8,88.7,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T22:00:00,40,36,26.6,58.44,0,0,,0,0,,5.7,281,1026.2,89.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-01T23:00:00,40,36.8,26.6,58.6,0,0,,0,0,,4.6,262,1026.1,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-02T00:00:00,39,34.8,25.9,58.98,0,0,,0,0,,5.8,262,1026,50.3,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-02T01:00:00,37.2,32.6,24.9,60.66,0,0,,0,0,,5.9,262,1026.2,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-02T02:00:00,36.1,30.6,24.8,63.2,0,0,,0,0,,6.9,270,1026.3,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-02T03:00:00,35.2,28.9,24.8,65.58,0,0,,0,0,,7.8,271,1026.6,31.4,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-02T04:00:00,35.1,29.2,24,63.77,0,0,,0,0,,7,281,1026.7,26.6,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-02T05:00:00,33.3,27.1,24,68.53,0,0,,0,0,,6.9,282,1027,25.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-02T06:00:00,33.3,27.2,24,68.53,0,0,,0,0,,6.8,290,1027.4,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-02T07:00:00,32.1,25.8,24.9,74.42,0,0,,0,0,,6.8,280,1027.6,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2021-11-02T08:00:00,33.2,27.2,25,71.32,0,0,,0,0,,6.7,280,1027.8,24.5,9.9,19,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
