name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
O'Hare Chicago,2022-02-01T00:00:00,33.2,24,21.8,62.6,0,0,,0,3.94,21.9,12.8,170,1015.1,84.5,8.7,0,,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T01:00:00,33.3,25.4,21.8,62.43,0,0,,0,2.4,18.3,9.8,179,1014.6,81.8,9.8,0,,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T02:00:00,33.3,24.1,21.8,62.3,0,0,,0,2.36,21.9,12.9,170,1014.2,81.8,9.8,0,,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T03:00:00,35.1,26.4,21.9,58.38,0,0,,0,2.28,20.8,12.6,179,1013.4,78.6,9.8,0,,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T04:00:00,35.1,25.7,23,60.87,0,0,,0,2.24,26.6,14.7,180,1012.6,48.7,9.9,0,,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T05:00:00,36.1,27.4,23.1,58.78,0,0,,0,2.2,26.4,13.4,181,1012.2,92.3,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T06:00:00,36.2,27.3,24.2,61.36,0,0,,0,3.94,31.5,14.1,189,1011.7,82.3,9.9,0,,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T07:00:00,37.2,28.6,25.1,61.27,0,0,,0,2.13,31.5,13.9,189,1011.2,81.8,9.9,3,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,F7086,74466504838,KPWK"
O'Hare Chicago,2022-02-01T08:00:00,38.1,28.6,26.9,63.62,0,0,,0,1.81,24.2,17.7,191,1011,81.8,9.9,40,0.1,0,10,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T09:00:00,40,32.2,28.9,64.19,0,0,,0,1.26,21.5,14,200,1011.4,81.8,9.9,164,0.6,2,10,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T10:00:00,44.1,37,30.8,59.22,0,0,,0,0.55,25.3,15.5,209,1011.8,47.1,9.9,246,0.9,2,10,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T11:00:00,44.3,38.4,33.1,64.46,0,0,,0,0,21.8,11.5,210,1012,98.6,9.9,201,0.7,2,10,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T12:00:00,45.1,38.8,34,64.91,0,0,,0,1.97,20.8,13.3,219,1011.7,98.6,9.9,176,0.6,2,10,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T13:00:00,46.1,39.6,35,64.86,0,0,,0,0,19.5,15.2,210,1011.6,100,9.9,116,0.4,1,10,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T14:00:00,44.2,39.7,37,75.54,0.011,100,rain,0,0,13,7.9,229,1012.2,100,8.1,52,0.2,1,10,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T15:00:00,42.3,35.1,37,81.3,0.021,100,rain,0,0,19.7,14.2,239,1012.9,100,7,35,0.1,0,10,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T16:00:00,40.1,35.8,35.1,81.91,0.035,100,rain,0,0,14.1,6.1,240,1013.3,100,6.5,22,0.1,0,10,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T17:00:00,39.2,33.1,34,81.49,0.007,100,rain,0,0,14.1,8.9,231,1014.5,100,8.2,12,0,0,10,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T18:00:00,38.4,33.1,33.2,81.47,0,0,,0,1.18,13.9,7.1,241,1015.7,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T19:00:00,38.2,33.2,33.2,81.91,0,0,,0,0.08,13.6,6.7,241,1016.5,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T20:00:00,37.4,30.8,31.8,80.06,0,0,,0,0,17.9,9.1,262,1017.6,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T21:00:00,36.2,31.9,28.4,72.93,0,0,,0,0,14.8,5.1,291,1017.9,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T22:00:00,35.4,29.4,27.1,71.34,0,0,,0,0,12.8,7.3,303,1018.1,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-01T23:00:00,33.4,27.7,27,77.06,0,0,,0,0.04,12.3,6.3,320,1018.4,100,3.5,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T00:00:00,33.2,26.7,23.4,66.68,0.004,100,"rain,snow",0,1.18,16.8,7.5,320,1019.2,100,4.4,0,,0,10,"Snow, Rain, Overcast",rain,"72534014819,KORD,72530094846,74466504838,KPWK"
O'Hare Chicago,2022-02-02T01:00:00,31.1,22.9,22.1,68.99,0.001,100,"rain,snow",0,1.97,16.6,9.4,330,1020,100,2.4,0,,0,10,"Snow, Rain, Overcast",snow,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T02:00:00,30.1,19.9,20.1,65.82,0.001,100,"rain,snow",0,3.15,18.3,13.2,313,1021,100,5.2,0,,0,10,"Snow, Rain, Overcast",snow,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T03:00:00,28.4,28.4,21.6,75.27,0.011,100,"rain,snow",0,1.14,16.8,1.3,357,1020.9,100,3.5,0,,0,10,"Snow, Rain, Overcast",snow,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T04:00:00,26.5,17.3,20.8,78.85,0.017,100,snow,0,1.42,17.9,9.3,348,1021.8,100,1.8,0,,0,10,"Snow, Overcast",snow,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T05:00:00,25.2,14.7,21,83.87,0.013,100,snow,0,1.5,17.4,11.1,359,1021.7,100,1.3,0,,0,10,"Snow, Overcast",snow,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T06:00:00,24.3,12.2,19.3,81.02,0.029,100,snow,0,2.15,19,14,359,1022.4,100,1.2,0,,0,10,"Snow, Overcast",snow,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T07:00:00,22,9,18.1,84.85,0.044,100,snow,0,5.12,17.9,14.5,358,1022.9,100,0.6,1,0,0,10,"Snow, Overcast",snow,"72534014819,E0491,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T08:00:00,19.5,5.7,15.4,83.85,0.036,100,snow,0,3.41,20.1,14.6,350,1023.8,100,0.6,12,0,0,10,"Snow, Overcast",snow,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T09:00:00,18.2,3.5,14,83.31,0.001,100,snow,0,4.23,23.3,15.9,349,1023.8,100,0.7,31,0.1,0,10,"Snow, Overcast",snow,"72534014819,AP878,KORD,72530094846,74466504838,KPWK"
O'Hare Chicago,2022-02-02T10:00:00,18.2,1.9,13,79.78,0.011,100,snow,0,5.47,26.3,20,358,1025.1,100,0.7,50,0.2,1,10,"Snow, Overcast",snow,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T11:00:00,17.4,1.6,12,79.22,0.018,100,snow,0,5.12,20.8,17.9,359,1025.3,100,0.7,64,0.2,1,10,"Snow, Overcast",snow,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T12:00:00,17.3,3.2,12,79.38,0.045,100,snow,0,5.37,25.3,14.1,351,1025,100,0.6,97,0.3,1,10,"Snow, Overcast",snow,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T13:00:00,17.4,3.4,12,79.22,0.011,100,snow,0,6.46,26.3,13.8,350,1024.7,100,0.6,110,0.4,1,10,"Snow, Overcast",snow,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T14:00:00,18.2,3.7,11.9,75.78,0.006,100,snow,0,6.89,25.3,15.6,356,1023.8,100,1.7,98,0.4,1,10,"Snow, Overcast",snow,"72534014819,AP878,KORD,72530094846,74466504838,KPWK"
O'Hare Chicago,2022-02-02T15:00:00,19.5,3.2,11.3,69.98,0,0,,0,7.17,27.4,21.1,359,1025,100,8.4,70,0.3,1,10,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T16:00:00,20.3,4.4,12.1,70.08,0,0,,0,7.87,30.2,20.4,8,1025,100,9.5,56,0.2,1,10,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T17:00:00,20.2,4.8,11.2,67.44,0,0,,0,7.17,26.2,19.2,360,1025.8,100,9.9,16,0.1,0,10,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T18:00:00,19.5,4.7,10.3,67.13,0,0,,0,6.09,26.4,16.9,351,1027,100,9.9,1,0,0,10,Overcast,cloudy,"72534014819,E0491,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T19:00:00,19.5,5.4,9.2,63.87,0,0,,0,7.17,29.9,15.3,352,1027.3,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T20:00:00,17.4,1.2,7.3,63.85,0,0,,0,7.13,28.6,19.1,349,1028.7,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T21:00:00,17.3,1.1,7.1,63.58,0,0,,0,7.13,23,19.1,351,1028.4,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T22:00:00,17.3,0.7,7.1,63.58,0,0,,0,7.09,26.4,20.1,351,1028.8,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-02T23:00:00,17.2,2.8,6.3,61.54,0,0,,0,7.09,29.8,14.8,349,1029.4,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-03T00:00:00,16.4,1,6.2,63.79,0,0,,0,6.09,26.2,16.1,349,1029.4,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-03T01:00:00,16.4,0.3,6.2,63.79,0,0,,0,7.13,24.1,17.9,341,1029.4,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-03T02:00:00,17.2,0.5,7,63.59,0,0,,0,7.13,28.9,20.2,350,1029.8,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-03T03:00:00,17.3,1.6,8.1,66.68,0,0,,0,7.17,30.2,17.8,350,1030.3,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-03T04:00:00,17.4,1.7,9.1,69.46,0,0,,0,7.2,23,17.7,358,1030.2,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-03T05:00:00,18.2,4.5,10.2,70.6,0,0,,0,7.17,25.3,13.7,7,1030.3,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-03T06:00:00,18.5,2.9,11.3,73.24,0,0,,0,6.09,26.4,18.2,352,1031.6,100,9.9,0,,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-03T07:00:00,17.6,1.3,10.4,72.99,0,0,,0,7.24,23,19.4,2,1032,100,9.9,1,0,0,10,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,E6185,74466504838,KPWK"
O'Hare Chicago,2022-02-03T08:00:00,16.4,1.3,9.2,72.86,0,0,,0,7.28,26.6,15.8,359,1032,100,9.9,12,0,0,10,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
O'Hare Chicago,2022-02-03T09:00:00,17.6,0.8,10.4,73.07,0,0,,0,7.48,32.2,20.6,10,1032.2,100,4.4,45,0.2,0,10,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
