datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions
2023-01-18T19:00:00,45.3,41.3,41.4,86.33,0,33.3,,0,0,23,7.4,135.7,1013.7,100,15,17.3,0.1,0,10,Overcast
2023-01-18T20:00:00,45.5,41.6,42.7,89.8,0,33.3,,0,0,24.9,7.4,141.2,1013.3,100,15,8.7,0,0,10,Overcast
2023-01-18T21:00:00,45.8,41.9,44,93.39,0.012,33.3,rain,0,0,26.8,7.4,146.8,1013,100,15,0,,0,10,Overcast
2023-01-18T22:00:00,46,42.1,44.2,93.18,0,33.3,,0,0,26.5,7.5,145.3,1012.3,100,15,0,,0,10,Overcast
2023-01-18T23:00:00,46.2,42.3,44.3,92.97,0,33.3,,0,0,26.2,7.7,143.9,1011.7,100,15,0,,0,10,Overcast
2023-01-19T00:00:00,46.5,42.6,44.5,92.77,0.02,33.3,rain,0,0,25.9,7.8,142.4,1011,100,15,0,,0,10,Overcast
2023-01-19T01:00:00,46.8,42.7,45.1,93.63,0,23.8,,0,0,27.6,8.6,142.3,1010,100,14.1,0,,0,10,Overcast
2023-01-19T02:00:00,47.2,42.8,45.7,94.49,0,23.8,,0,0,29.2,9.3,142.2,1009,100,13.2,0,,0,10,Overcast
2023-01-19T03:00:00,47.6,43,46.3,95.36,0.024,23.8,rain,0,0,30.9,10.1,142.1,1008,100,12.2,0,,0,10,Overcast
2023-01-19T04:00:00,48.5,44.1,47.1,95.17,0,23.8,,0,0,31.8,10.1,144.8,1007,100,12.1,0,,0,10,Overcast
2023-01-19T05:00:00,49.4,45.2,48,94.97,0,23.8,,0,0,32.8,10.1,147.5,1006,100,12,0,,0,10,Overcast
2023-01-19T06:00:00,50.3,50.3,48.8,94.78,0.02,23.8,rain,0,0,33.8,10.1,150.2,1005,100,11.9,0,,0,10,Overcast
2023-01-19T07:00:00,51,51,49.7,95.22,0,19,,0,0,33.3,10.6,159.7,1005,100,12.2,2,0,0,10,Overcast
2023-01-19T08:00:00,51.7,51.7,50.5,95.66,0,19,,0,0,32.9,11.1,169.2,1005,100,12.4,4,0,0,10,Overcast
2023-01-19T09:00:00,52.4,52.4,51.3,96.1,0.016,19,rain,0,0,32.4,11.6,178.7,1005,100,12.7,6,0,0,10,Overcast
2023-01-19T10:00:00,54.4,54.4,51.9,91.18,0,19,,0,0,31.9,12.5,183.3,1004.3,100,13.5,31.3,0.2,0,10,Overcast
2023-01-19T11:00:00,56.4,56.4,52.4,86.56,0,19,,0,0,31.4,13.3,187.8,1003.7,100,14.2,56.7,0.3,1,10,Overcast
2023-01-19T12:00:00,58.4,58.4,53,82.22,0,19,,0,0,30.9,14.1,192.4,1003,100,15,82,0.3,1,10,Overcast
2023-01-19T13:00:00,59.4,59.4,52.6,78.06,0,28.6,,0,0,31.7,14.8,194.6,1002.7,87.3,15,113.3,0.5,1,10,Partially cloudy
2023-01-19T14:00:00,60.4,60.4,52.1,74.12,0,28.6,,0,0,32.5,15.6,196.8,1002.3,74.5,15,144.7,0.5,1,10,Partially cloudy
2023-01-19T15:00:00,61.4,61.4,51.7,70.39,0,28.6,,0,0,33.3,16.3,199,1002,61.8,15,176,0.6,2,10,Partially cloudy
2023-01-19T16:00:00,60.5,60.5,50.5,69.52,0,28.6,,0,0,32.9,15.8,203.1,1002.3,41.2,15,132.7,0.5,1,10,Partially cloudy
2023-01-19T17:00:00,59.6,59.6,49.3,68.65,0,28.6,,0,0,32.4,15.3,207.3,1002.7,20.6,15,89.3,0.3,0,10,Partially cloudy
2023-01-19T18:00:00,58.7,58.7,48.1,67.78,0.016,28.6,rain,0,0,32,14.8,211.4,1003,0,15,46,0.2,0,10,Clear
2023-01-19T19:00:00,56.3,56.3,45.4,66.74,0,19,,0,0,32.1,15,222.3,1004,0,15,30.7,0.1,0,10,Clear
2023-01-19T20:00:00,53.9,53.9,42.7,65.69,0,19,,0,0,32.3,15.2,233.3,1005,0,15,15.3,0.1,0,10,Clear
2023-01-19T21:00:00,51.5,51.5,40,64.64,0,19,,0,0,32.4,15.4,244.2,1006,0,15,0,,0,10,Clear
2023-01-19T22:00:00,50.3,50.3,39.2,65.56,0,19,,0,0,30.9,14.6,247,1006.3,0,15,0,,0,10,Clear
2023-01-19T23:00:00,49.1,43.8,38.5,66.49,0,19,,0,0,29.5,13.8,249.7,1006.7,0.1,15,0,,0,10,Clear
2023-01-20T00:00:00,47.9,42.5,37.7,67.45,0,19,,0,0,28,13,252.5,1007,0.1,15,0,,0,10,Clear
2023-01-20T01:00:00,46.8,41.2,37,68.6,0,19,,0,0,25.7,12.5,262.2,1007.3,27,15,0,,0,10,Partially cloudy
2023-01-20T02:00:00,45.7,39.9,36.3,69.78,0,19,,0,0,23.5,12.1,272,1007.7,54,15,0,,0,10,Partially cloudy
2023-01-20T03:00:00,44.5,38.6,35.7,70.99,0,19,,0,0,21.3,11.6,281.7,1008,80.9,15,0,,0,10,Partially cloudy
2023-01-20T04:00:00,43.4,37.6,35,72.24,0,19,,0,0,18.8,10.4,291.6,1008.3,87.3,15,0,,0,10,Partially cloudy
2023-01-20T05:00:00,42.2,36.7,34.4,73.51,0,19,,0,0,16.3,9.2,301.5,1008.7,93.6,15,0,,0,10,Overcast
2023-01-20T06:00:00,41.1,35.9,33.7,74.82,0,19,,0,0,13.9,8.1,311.4,1009,100,15,0,,0,10,Overcast
2023-01-20T07:00:00,41.1,35.9,33.5,74.28,0,33.3,,0,0,13.3,8.1,309.7,1009,100,15,10,0,0,10,Overcast
2023-01-20T08:00:00,41.1,35.9,33.4,73.75,0,33.3,,0,0,12.8,8.1,308.1,1009,100,15,20,0.1,0,10,Overcast
2023-01-20T09:00:00,41.1,35.9,33.2,73.22,0,33.3,,0,0,12.3,8.1,306.4,1009,100,15,30,0.1,0,10,Overcast
2023-01-20T10:00:00,42.3,37.2,33.1,69.74,0,33.3,,0,0,12.1,8.4,303.2,1008.7,100,15,102.3,0.4,1,10,Overcast
2023-01-20T11:00:00,43.5,38.5,33.1,66.44,0,33.3,,0,0,11.9,8.6,300.1,1008.3,100,15,174.7,0.6,2,10,Overcast
2023-01-20T12:00:00,44.7,39.9,33,63.31,0,33.3,,0,0,11.6,8.9,296.9,1008,100,15,247,0.9,2,10,Overcast
2023-01-20T13:00:00,44,38.8,32.3,63.37,0,28.6,,0,0,12.8,9.4,294.2,1007.7,100,15,208.7,0.8,2,10,Overcast
2023-01-20T14:00:00,43.2,37.7,31.7,63.43,0,28.6,,0,0,13.9,9.8,291.6,1007.3,100,15,170.3,0.6,2,10,Overcast
2023-01-20T15:00:00,42.5,36.7,31,63.49,0.004,28.6,rain,0,0,15,10.3,288.9,1007,100,15,132,0.5,1,10,Overcast
2023-01-20T16:00:00,42.1,36,30.5,63.28,0,28.6,,0,0,16,10.4,288.2,1007.7,100,15,95.3,0.4,1,10,Overcast
2023-01-20T17:00:00,41.6,35.3,29.9,63.06,0,28.6,,0,0,17.1,10.6,287.6,1008.3,100,15,58.7,0.2,0,10,Overcast
2023-01-20T18:00:00,41.1,34.7,29.4,62.84,0,28.6,,0,0,18.1,10.7,286.9,1009,100,15,22,0.1,0,10,Overcast
2023-01-20T19:00:00,40.7,34.4,29.6,64.34,0,33.3,,0,0,18.8,10.1,287.4,1009.3,100,15,14.7,0.1,0,10,Overcast
2023-01-20T20:00:00,40.3,34.2,29.7,65.88,0,33.3,,0,0,19.5,9.5,288,1009.7,100,15,7.3,0,0,10,Overcast
2023-01-20T21:00:00,39.8,33.9,29.9,67.46,0,33.3,,0,0,20.1,8.9,288.5,1010,100,15,0,,0,10,Overcast
2023-01-20T22:00:00,38.9,32.9,29.3,68.01,0,33.3,,0,0,19.5,8.8,286.1,1010.3,68.3,15,0,,0,10,Partially cloudy
2023-01-20T23:00:00,38,31.8,28.6,68.57,0,33.3,,0,0,18.9,8.6,283.8,1010.7,36.7,15,0,,0,10,Partially cloudy
2023-01-21T00:00:00,37.1,30.8,27.9,69.14,0,33.3,,0,0,18.3,8.5,281.4,1011,5,15,0,,0,10,Clear
2023-01-21T01:00:00,36.3,29.7,26.6,67.69,0,23.8,,0,0,19.2,8.6,279.1,1011.3,4.8,15,0,,0,10,Clear
2023-01-21T02:00:00,35.4,28.6,25.3,66.26,0,23.8,,0,0,20.1,8.8,276.7,1011.7,4.5,15,0,,0,10,Clear
2023-01-21T03:00:00,34.6,27.5,24,64.84,0,23.8,,0,0,21,8.9,274.4,1012,4.3,15,0,,0,10,Clear
2023-01-21T04:00:00,34.1,27.1,23.7,65.27,0,23.8,,0,0,21.4,8.6,274.8,1012.3,3.1,15,0,,0,10,Clear
2023-01-21T05:00:00,33.6,26.7,23.4,65.7,0,23.8,,0,0,21.8,8.2,275.2,1012.7,2,15,0,,0,10,Clear
2023-01-21T06:00:00,33.2,26.4,23.1,66.14,0,23.8,,0,0,22.1,7.8,275.6,1013,0.8,15,0,,0,10,Clear
2023-01-21T07:00:00,33.6,26.9,22.9,64.54,0,23.8,,0,0,20.6,7.8,277.5,1013.7,0.5,15,19.3,0.1,0,10,Clear
2023-01-21T08:00:00,34,27.5,22.7,62.99,0,23.8,,0,0,19,7.7,279.4,1014.3,0.3,15,38.7,0.1,0,10,Clear
2023-01-21T09:00:00,34.4,28,22.5,61.48,0,23.8,,0,0,17.4,7.6,281.3,1015,0,15,58,0.2,1,10,Clear
2023-01-21T10:00:00,36.7,30.7,22.4,56.01,0,23.8,,0,0,16,7.6,276,1014.7,0,15,170,0.6,2,10,Clear
2023-01-21T11:00:00,38.9,33.4,22.3,51.08,0,23.8,,0,0,14.6,7.6,270.6,1014.3,0,15,282,1,3,10,Clear
2023-01-21T12:00:00,41.1,36.1,22.2,46.62,0,23.8,,0,0,13.2,7.6,265.3,1014,0,15,394,1.4,4,10,Clear
2023-01-21T13:00:00,42.2,37.7,21.3,42.95,0,14.3,,0,0,12.2,7.2,258.2,1013.7,33.3,15,397.3,1.4,4,10,Partially cloudy
2023-01-21T14:00:00,43.4,39.3,20.4,39.57,0,14.3,,0,0,11.1,6.9,251.1,1013.3,66.7,15,400.7,1.5,4,10,Partially cloudy
2023-01-21T15:00:00,44.5,40.8,19.5,36.46,0,14.3,,0,0,10.1,6.5,244,1013,100,15,404,1.5,4,10,Overcast
2023-01-21T16:00:00,43.6,40,20.2,38.91,0,14.3,,0,0,11,6,225.5,1013,100,15,285.7,1.1,3,10,Overcast
2023-01-21T17:00:00,42.7,39.2,20.9,41.53,0,14.3,,0,0,11.9,5.6,206.9,1013,100,15,167.3,0.6,0,10,Overcast
2023-01-21T18:00:00,41.8,38.5,21.6,44.32,0,14.3,,0,0,12.8,5.1,188.4,1013,100,15,49,0.2,0,10,Overcast
2023-01-21T19:00:00,41.6,37.8,23,47.3,0,19,,0,0,16.8,5.9,188.8,1013,100,15,32.7,0.1,0,10,Overcast
2023-01-21T20:00:00,41.5,37.1,24.4,50.47,0,19,,0,0,20.8,6.6,189.3,1013,100,15,16.3,0.1,0,10,Overcast
2023-01-21T21:00:00,41.3,36.5,25.8,53.82,0,19,,0,0,24.8,7.4,189.7,1013,100,15,0,,0,10,Overcast
2023-01-21T22:00:00,41.5,36.5,27.2,56.58,0,19,,0,0,25.8,7.8,186.6,1012.3,100,15,0,,0,10,Overcast
2023-01-21T23:00:00,41.6,36.5,28.6,59.47,0,19,,0,0,26.8,8.1,183.6,1011.7,100,15,0,,0,10,Overcast
2023-01-22T00:00:00,41.8,36.5,29.9,62.48,0,19,,0,0,27.7,8.5,180.5,1011,100,15,0,,0,10,Overcast
2023-01-22T01:00:00,42,36.6,30.8,64.35,0,14.3,,0,0,27.7,8.9,180.1,1010,100,15,0,,0,10,Overcast
2023-01-22T02:00:00,42.2,36.6,31.7,66.28,0,14.3,,0,0,27.6,9.4,179.6,1009,100,15,0,,0,10,Overcast
2023-01-22T03:00:00,42.3,36.6,32.6,68.25,0,14.3,,0,0,27.5,9.8,179.2,1008,100,15,0,,0,10,Overcast
2023-01-22T04:00:00,42.2,36.3,33.6,71.59,0,14.3,,0,0,26.4,10,182.4,1007.7,99.3,15,0,,0,10,Overcast
2023-01-22T05:00:00,42,36.1,34.7,75.08,0,14.3,,0,0,25.3,10.1,185.6,1007.3,98.6,15,0,,0,10,Overcast
2023-01-22T06:00:00,41.8,35.8,35.7,78.73,0.004,14.3,rain,0,0,24.2,10.3,188.8,1007,97.9,15,0,,0,10,Overcast
2023-01-22T07:00:00,42.1,36,36.2,79.32,0,9.5,,0,0,24.3,10.7,192.2,1006.7,98.6,15,1.7,0,0,10,Overcast
2023-01-22T08:00:00,42.4,36.2,36.7,79.91,0,9.5,,0,0,24.5,11,195.7,1006.3,99.3,15,3.3,0,0,10,Overcast
2023-01-22T09:00:00,42.7,36.5,37.1,80.5,0.035,9.5,rain,0,0,24.6,11.4,199.1,1006,100,15,5,0,0,10,Overcast
2023-01-22T10:00:00,43.1,36.8,34.6,71.86,0,9.5,,0,0,23.4,11.8,211,1006,87.9,15,58,0.3,1,10,Partially cloudy
2023-01-22T11:00:00,43.4,37.1,32.1,64.07,0,9.5,,0,0,22.2,12.2,222.8,1006,75.7,15,111,0.5,1,10,Partially cloudy
2023-01-22T12:00:00,43.8,37.4,29.6,57.06,0,9.5,,0,0,21,12.5,234.7,1006,63.6,15,164,0.6,2,10,Partially cloudy
2023-01-22T13:00:00,42.2,35.5,29.5,60.29,0,4.8,,0,0,22.2,12.5,235.3,1006,75.7,15,167.7,0.6,2,10,Partially cloudy
2023-01-22T14:00:00,40.7,33.5,29.3,63.72,0,4.8,,0,0,23.4,12.5,235.9,1006,87.9,15,171.3,0.6,2,10,Partially cloudy
2023-01-22T15:00:00,39.1,31.5,29.2,67.37,0,4.8,,0,0,24.6,12.5,236.5,1006,100,15,175,0.6,2,10,Overcast
2023-01-22T16:00:00,38,30.1,30.2,73.43,0,4.8,,0,0,24.7,12.6,236.8,1006.3,99.8,11.2,129.3,0.4,1,10,Overcast
2023-01-22T17:00:00,36.8,28.6,31.3,80.03,0,4.8,,0,0,24.8,12.7,237,1006.7,99.7,7.5,83.7,0.3,0,10,Overcast
2023-01-22T18:00:00,35.7,27.1,32.3,87.24,0.016,4.8,snow,0,0,24.8,12.8,237.3,1007,99.5,3.8,38,0.1,0,10,Overcast
2023-01-22T19:00:00,35,26.1,30.2,82.46,0,19,,0,0,24.4,13.1,242.1,1007,96.1,7.5,25.3,0.1,0,10,Overcast
2023-01-22T20:00:00,34.4,25.2,28.2,77.89,0,19,,0,0,23.9,13.5,246.9,1007,92.6,11.2,12.7,0,0,10,Overcast
2023-01-22T21:00:00,33.7,24.2,26.1,73.53,0.012,19,"rain,snow",0,0,23.5,13.9,251.7,1007,89.2,15,0,,0,10,Partially cloudy
2023-01-22T22:00:00,32.7,23,25.1,73.24,0,19,,0,0,23.7,13.8,253,1007,92.7,15,0,,0,10,Overcast
2023-01-22T23:00:00,31.8,21.8,24.1,72.96,0,19,,0,0,23.9,13.7,254.3,1007,96.1,15,0,,0,10,Overcast
